Event_id,Timestamp,Src_ip,Dst_ip,Src_port,Dst_port,Protocol,Action,Bytes_sent,Bytes_received,Packet_count,Connection_duration_sec,Firewall_rule_id,Rule_action,Network_zone_src,Network_zone_dst,Latency_ms,Packet_loss_pct,Cpu_usage_fw_pct,Memory_usage_fw_pct,Concurrent_connections,Nat_translation
FW-20250208-VX2F1AEL,2/8/2025 1:16,185.30.146.114,10.4.66.93,34769,1003,TCP,DENY,14391,17242,18,1,RULE-5534,drop,external,management,27.69,0.27,19.68,30.86,19,FALSE
FW-20250324-JW94P145,3/24/2025 23:50,10.22.225.252,172.16.104.153,37279,80,TCP,ALLOW,18856,9206,56,0.1,RULE-1285,accept,management,dmz,33.87,0.69,27.87,31.23,13,FALSE
FW-20250430-Z9SLS7PK,4/30/2025 13:01,185.174.216.74,10.168.119.239,12670,5432,TCP,DENY,10626,14442,50,19.18,RULE-3918,drop,external,internal,22.78,0.23,18.64,34.86,1,FALSE
FW-20250613-PZLWTD9Q,6/13/2025 9:15,185.50.38.245,185.40.5.64,46200,443,TCP,ALLOW,7934,16426,48,3.95,RULE-6828,accept,vpn,external,20.64,0.01,22.38,27.45,7,TRUE
FW-20250319-M59J8SL1,3/19/2025 9:45,185.92.172.121,172.16.251.197,30958,53,UDP,ALLOW,4367,23892,56,3.71,RULE-1501,accept,external,dmz,21.46,0.66,21.21,31.34,16,FALSE
FW-20250407-NBH70C5C,4/7/2025 17:03,172.16.95.53,10.108.33.215,50084,22,TCP,ALLOW,2073,100,4,5.55,RULE-5179,accept,dmz,internal,574.41,6.67,93.3,34.64,1,FALSE
FW-20250504-3V4Z0FDP,5/4/2025 3:19,185.69.136.152,172.16.87.56,57906,0,ICMP,ALLOW,8018,3388,22,0.1,RULE-6393,accept,vpn,dmz,21.87,0.91,21.15,22.2,3,TRUE
FW-20250316-53785JJN,3/16/2025 4:26,10.10.26.45,185.202.69.52,34629,80,TCP,ALLOW,9900,4046,27,5.59,RULE-9328,accept,management,external,11.33,0.12,13.76,35.76,1,FALSE
FW-20250328-8SPIZ08V,3/28/2025 4:59,185.174.102.151,185.78.180.44,55944,53,UDP,ALLOW,7776,7709,30,7.93,RULE-3879,accept,external,vpn,15.19,0.33,16.81,21.31,12,FALSE
FW-20250206-46EE2WPV,2/6/2025 22:12,10.168.238.193,172.16.238.163,36215,53,UDP,ALLOW,15042,10707,51,0.69,RULE-4263,accept,internal,dmz,29.62,0,22.83,26.54,6,TRUE
FW-20250420-5II0JCAG,4/20/2025 13:41,172.16.7.212,185.74.73.82,36106,53,UDP,ALLOW,11805,16940,57,10.72,RULE-5034,accept,dmz,vpn,21.41,0.44,15.6,34.98,12,FALSE
FW-20250205-CY2SR5CZ,2/5/2025 3:33,172.16.24.62,10.127.108.31,22201,5432,TCP,ALLOW,13417,15337,57,6.86,RULE-1428,accept,dmz,internal,22.36,0.76,27.84,39.69,8,FALSE
FW-20250612-8PZLHFLE,6/12/2025 4:42,185.97.0.91,172.16.206.182,55249,3306,TCP,ALLOW,5075,12049,34,1.29,RULE-9141,accept,cloud,dmz,14.87,0,9.97,33.07,21,FALSE
FW-20250220-T1GBN8PN,2/20/2025 1:00,10.4.124.6,172.16.97.74,17629,5432,TCP,ALLOW,10063,24315,68,14.09,RULE-8238,accept,internal,dmz,10,0.74,20.34,25.26,12,TRUE
FW-20250320-AO6YL0N2,3/20/2025 18:26,185.164.220.1,185.86.250.249,13503,3306,TCP,ALLOW,13908,10555,48,10.03,RULE-1820,accept,external,external,27.67,0.01,16.49,37.98,9,FALSE
FW-20250211-AV0KOKP6,2/11/2025 16:16,185.202.1.95,185.62.191.176,13162,80,TCP,ALLOW,11669,12511,48,12.95,RULE-3756,accept,vpn,cloud,19.55,0.86,17.91,26.65,1,TRUE
FW-20250610-5CZEI92V,6/10/2025 19:48,172.16.26.87,185.217.214.125,19149,0,ICMP,ALLOW,11362,12500,47,12.58,RULE-3954,accept,dmz,external,23.53,0.08,16.71,34.62,23,FALSE
FW-20250320-554LYGZY,3/20/2025 1:39,185.212.77.88,10.133.64.211,22956,0,ICMP,ALLOW,12243,16830,58,14.97,RULE-3788,accept,vpn,internal,27.67,1.94,22.13,40.23,9,TRUE
FW-20250609-C9ECU1T3,6/9/2025 14:07,185.155.41.207,10.88.241.75,10811,443,TCP,ALLOW,16002,8038,48,8.64,RULE-3011,accept,external,internal,14.7,0.54,22.23,27.49,1,FALSE
FW-20250410-EOQJK1BY,4/10/2025 21:44,172.16.218.95,10.204.9.238,7575,25,TCP,ALLOW,6782,18506,50,14.25,RULE-2387,accept,dmz,internal,18.68,0,17.23,32.99,13,FALSE
FW-20250228-5ESF2AJX,2/28/2025 10:48,10.114.123.107,185.101.180.77,3909,3389,TCP,ALLOW,2140301,12777,9584,9.39,RULE-8682,accept,management,vpn,570.08,0,90.64,84.61,13833,FALSE
FW-20250511-MZNMII10,5/11/2025 10:04,185.253.72.177,185.19.70.229,39519,587,TCP,DENY,5492,6691,10,0.27,RULE-4289,drop,vpn,external,23.79,0.75,27.2,25.32,1,TRUE
FW-20250420-2SHKK3GZ,4/20/2025 18:49,185.69.40.50,185.69.198.98,31459,5432,TCP,ALLOW,100,21891,43,15.81,RULE-9978,accept,cloud,vpn,16.35,0.03,18.88,30.49,8,FALSE
FW-20250614-DCDBG4CM,6/14/2025 1:04,185.185.253.168,10.185.60.168,44630,80,TCP,ALLOW,4023,100,8,6.02,RULE-5809,accept,cloud,management,28.44,0.34,24.58,33.21,1,FALSE
FW-20250517-S7HLCJQ1,5/17/2025 21:57,10.217.251.3,10.119.119.214,18607,53,UDP,ALLOW,5553,8889,28,8.53,RULE-5163,accept,internal,management,23.03,0.32,22.36,30.14,8,TRUE
FW-20250328-VKJ6P9U6,3/28/2025 3:30,185.192.85.208,185.166.5.115,24865,80,TCP,ALLOW,8647,22438,62,11.93,RULE-9125,accept,cloud,cloud,22.19,1.28,27.76,33.27,5,FALSE
FW-20250519-ND7PO2I9,5/19/2025 7:08,10.1.104.181,185.166.229.85,35305,64767,ICMP,DENY,2411,13051,30,0.1,RULE-5852,drop,management,cloud,19.6,0.11,19.66,35.57,1,FALSE
FW-20250518-0PXRBR2X,5/18/2025 13:13,10.171.198.5,10.234.185.12,44477,56982,TCP,DENY,9529,13440,45,11.09,RULE-5413,drop,internal,internal,15.69,0.55,25.96,26.81,5,TRUE
FW-20250204-NGBQ357C,2/4/2025 12:06,185.180.6.233,172.16.94.19,18864,3389,TCP,ALLOW,11157,11542,45,13,RULE-3507,accept,cloud,dmz,900.87,21.58,90.08,28.12,1,FALSE
FW-20250306-58YKPE2R,3/6/2025 13:44,10.125.188.86,185.9.8.7,31222,5432,TCP,ALLOW,19452,21960,82,9.05,RULE-7488,accept,management,external,28.22,0.74,25.3,33.28,13,FALSE
FW-20250325-DQNAH22M,3/25/2025 0:01,10.213.226.161,10.163.112.230,18147,25,TCP,ALLOW,16230,1323,35,11.9,RULE-6344,accept,management,internal,16.97,0.06,16.21,28.77,1,FALSE
FW-20250523-651651PS,5/23/2025 20:28,185.90.14.8,10.30.85.223,26280,53,UDP,ALLOW,3523,20468,47,13.35,RULE-7099,accept,external,management,18.64,1.03,18.87,34.05,26,FALSE
FW-20250621-KYM0ACOW,6/21/2025 19:42,10.145.192.193,185.81.129.150,24958,0,ICMP,ALLOW,7452,7367,29,6.68,RULE-8492,accept,management,cloud,23.65,1.47,23.2,24.57,1,FALSE
FW-20250325-8PLXNC10,3/25/2025 9:25,185.133.109.208,185.186.165.216,57976,3389,TCP,ALLOW,16416,13541,59,15.99,RULE-4830,accept,cloud,external,24.28,1.1,17.71,23.65,1,FALSE
FW-20250613-2HWC6TI5,6/13/2025 13:42,10.158.174.146,185.243.213.123,37314,0,ICMP,ALLOW,11870,10424,44,15.59,RULE-6115,accept,management,cloud,22.6,0.4,23.01,29.6,19,FALSE
FW-20250430-31LGXA6O,4/30/2025 8:22,185.235.14.169,172.16.145.247,46627,25,TCP,ALLOW,8578,12444,42,6.18,RULE-8024,accept,vpn,dmz,25.82,0.16,23.73,31.87,5,TRUE
FW-20250608-O6WPTSGN,6/8/2025 23:10,10.113.92.139,10.130.239.104,54411,5432,TCP,ALLOW,16164,8446,49,9.04,RULE-1487,accept,internal,management,26.22,0.57,20.23,30.7,11,TRUE
FW-20250408-2BB0CFK4,4/8/2025 19:25,10.130.185.211,185.21.143.54,24914,53,UDP,ALLOW,16530,12649,58,21.96,RULE-8908,accept,management,cloud,1097.1,22.64,96.15,25.61,11,FALSE
FW-20250515-E5Q69WNP,5/15/2025 2:39,185.230.154.128,172.16.231.234,23912,25,TCP,ALLOW,11985,11923,47,6.86,RULE-6802,accept,vpn,dmz,14.95,0.6,12.9,38.87,1,TRUE
FW-20250604-51Q7KZLS,6/4/2025 11:15,185.112.32.141,172.16.20.235,51519,3306,TCP,ALLOW,11337,27338,77,18.17,RULE-9824,accept,vpn,dmz,26.22,0.19,20.69,18.93,23,TRUE
FW-20250628-VPUXERRS,6/28/2025 8:05,185.86.59.172,10.227.2.210,12918,0,ICMP,ALLOW,8967,22466,62,16.96,RULE-4870,accept,vpn,management,27.66,0.87,16.4,29.7,16,TRUE
FW-20250511-TWF1I8HL,5/11/2025 18:42,185.21.32.70,10.159.115.58,4076,22,TCP,DENY,14636,10659,50,11.12,RULE-7755,drop,external,internal,22.14,0,35.42,30.36,5,FALSE
FW-20250307-E7JBFFBC,3/7/2025 15:09,185.207.142.113,172.16.16.38,50600,443,TCP,ALLOW,3402,21707,50,1.52,RULE-9647,accept,cloud,dmz,15.76,0.5,15.12,40.1,10,FALSE
FW-20250321-2C0DTH9O,3/21/2025 3:11,185.52.85.215,185.133.36.246,5732,0,ICMP,ALLOW,12090,13693,51,8.01,RULE-8558,accept,cloud,cloud,20.13,1.41,18.71,27.82,22,FALSE
FW-20250520-I2GO7JWY,5/20/2025 0:54,172.16.91.42,10.251.250.220,53165,80,TCP,ALLOW,10976,13760,49,10.57,RULE-1467,accept,dmz,management,1045.33,13.28,98.79,24.75,4,FALSE
FW-20250227-D0XLBE5L,2/27/2025 1:19,10.55.26.176,185.217.207.86,30821,3389,TCP,ALLOW,3558077,23234,6740,13.77,RULE-9410,accept,internal,vpn,643.38,0.42,90.55,97.45,10146,TRUE
FW-20250624-5LF8C8H8,6/24/2025 5:17,185.23.214.66,172.16.55.132,38438,443,TCP,ALLOW,5917,8988,29,4.04,RULE-8074,accept,external,dmz,27.91,0.59,23.22,36.34,1,FALSE
FW-20250413-R4I3TK5Y,4/13/2025 7:20,185.184.10.197,172.16.7.251,34441,443,TCP,ALLOW,3831,12835,33,5.38,RULE-8623,accept,cloud,dmz,22.61,0.48,20.24,39.6,7,FALSE
FW-20250319-ZP3S0KPX,3/19/2025 1:05,185.194.98.212,185.148.194.134,54390,62869,ICMP,DENY,4318,13748,36,0.1,RULE-4076,drop,vpn,vpn,27.69,0,20.65,32,1,TRUE
FW-20250317-JOSJQ9V3,3/17/2025 13:43,185.186.40.118,185.48.175.164,4337,3389,TCP,ALLOW,3949,11312,30,0.1,RULE-8823,accept,cloud,cloud,1152.9,14.27,93.85,31.57,21,FALSE
FW-20250422-ZTRXAWLI,4/22/2025 21:22,10.251.60.34,185.66.59.82,61130,363,TCP,DENY,7142,13054,12,0.81,RULE-8838,drop,management,cloud,21.7,0.72,17.32,40.96,7,FALSE
FW-20250315-7RLFV0L0,3/15/2025 12:39,185.198.37.2,185.196.207.100,43340,443,TCP,ALLOW,10117,15426,51,13.37,RULE-8702,accept,cloud,external,26.53,0.5,18.16,38.49,3,FALSE
FW-20250425-CZYRZJ40,4/25/2025 17:28,185.19.134.49,172.16.30.25,56457,25,TCP,ALLOW,8056,10060,36,1.28,RULE-4641,accept,external,dmz,23.94,0.54,24.93,32.91,1,FALSE
FW-20250401-TKYH141P,4/1/2025 15:46,172.16.242.11,10.58.107.64,12805,8080,TCP,ALLOW,9086,20011,58,7.12,RULE-4746,accept,dmz,internal,24.09,0.85,17.81,41.08,12,FALSE
FW-20250219-N0AQJ6CW,2/19/2025 10:02,185.151.70.95,185.248.107.119,1247,8080,TCP,ALLOW,15355,23171,77,12.32,RULE-6576,accept,external,external,16.54,0.23,20.1,44.97,13,FALSE
FW-20250313-MD512KTP,3/13/2025 1:48,172.16.84.228,185.71.145.211,46696,0,ICMP,ALLOW,1397344,18399,15415,14.28,RULE-7363,accept,dmz,cloud,498.77,0.81,93.97,81.13,8060,FALSE
FW-20250320-HJQTQBP9,3/20/2025 7:30,185.34.236.198,172.16.189.101,7728,0,ICMP,ALLOW,5142,22206,54,7.33,RULE-8528,accept,vpn,dmz,23.04,0.28,22.16,29.83,24,TRUE
FW-20250404-QLF2A3SG,4/4/2025 8:02,185.18.225.231,10.46.128.178,63684,22,TCP,ALLOW,4224093,20656,16797,13.51,RULE-7695,accept,vpn,internal,658.29,1.47,98.59,81.43,13658,TRUE
FW-20250210-M99XG4XS,2/10/2025 17:20,185.190.125.57,10.197.168.30,60155,0,ICMP,ALLOW,8301,12937,42,17.3,RULE-7969,accept,vpn,management,28.44,0.67,37.25,31.75,1,TRUE
FW-20250218-JZ7HFQ1P,2/18/2025 21:54,10.233.4.92,10.230.34.153,26026,0,ICMP,ALLOW,15183,10129,50,9.88,RULE-8972,accept,internal,internal,19.42,0,16.66,28.68,1,TRUE
FW-20250712-MJR0ESEF,7/12/2025 12:36,185.45.65.155,10.169.44.111,23425,0,ICMP,ALLOW,8328,13987,44,8.6,RULE-7540,accept,cloud,internal,24.26,0.01,18.29,35.79,18,FALSE
FW-20250306-HX7A0F8C,3/6/2025 19:43,185.63.68.47,185.135.217.182,55453,53,UDP,ALLOW,10857,6984,35,7.25,RULE-3542,accept,cloud,cloud,23.44,0.22,18.07,33.84,12,FALSE
FW-20250513-W0AXXU1Z,5/13/2025 14:08,172.16.163.227,172.16.58.232,59198,3389,TCP,ALLOW,10905,8803,39,0.1,RULE-6872,accept,dmz,dmz,25.91,0.49,20.29,29.52,8,FALSE
FW-20250427-2OXKGALG,4/27/2025 15:57,185.92.75.229,185.146.217.228,61627,0,ICMP,ALLOW,11686,9265,41,11.85,RULE-8539,accept,external,cloud,20.91,0.14,16.38,29.19,1,FALSE
FW-20250525-G8E8KAKQ,5/25/2025 9:52,10.128.63.205,185.151.131.253,47480,5432,TCP,ALLOW,15729,6757,44,4.75,RULE-4007,accept,management,cloud,25.09,0.06,13.8,32.75,7,FALSE
FW-20250612-FVICEUQG,6/12/2025 8:41,185.49.108.114,172.16.157.83,49955,22,TCP,ALLOW,9511,25123,69,8.11,RULE-1096,accept,cloud,dmz,27.31,0,24.96,30.29,26,FALSE
FW-20250709-P1LAVW0R,7/9/2025 13:37,185.120.146.219,10.217.231.123,16249,0,ICMP,ALLOW,1029890,12513,9728,11,RULE-5181,accept,cloud,management,758.22,0.73,98.82,83.05,16541,FALSE
FW-20250308-NE8LVUE3,3/8/2025 10:04,185.61.108.198,185.212.70.253,59172,361,TCP,DENY,10149,8166,11,1.39,RULE-3531,drop,external,vpn,30.92,1.03,16.28,30.24,1,FALSE
FW-20250602-OORXD9F0,6/2/2025 18:56,172.16.18.41,185.102.160.86,7887,80,TCP,ALLOW,3897110,7906,17554,0.7,RULE-2272,accept,dmz,cloud,757.56,0.36,98.64,81.03,7974,FALSE
FW-20250330-5QCI5EBG,3/30/2025 5:46,172.16.78.193,10.171.28.167,26494,53,UDP,ALLOW,16964,9853,53,12.38,RULE-9140,accept,dmz,internal,19.56,1.24,22.79,27.3,25,FALSE
FW-20250614-NXFODRYE,6/14/2025 10:00,10.134.176.7,185.166.117.203,30275,8080,TCP,ALLOW,7094,7742,29,7.34,RULE-5714,accept,management,cloud,23.99,0.64,22.23,33.23,5,FALSE
FW-20250502-7IU4K5HP,5/2/2025 14:26,10.226.183.41,185.154.254.21,35678,443,TCP,ALLOW,12150,15905,56,6.03,RULE-3290,accept,internal,vpn,19.51,0.24,15.15,27.65,1,TRUE
FW-20250508-AHMR5L28,5/8/2025 16:32,10.239.8.141,172.16.166.31,53049,5432,TCP,ALLOW,8960,7046,32,3,RULE-2457,accept,management,dmz,26.32,0.73,22.83,20.89,1,FALSE
FW-20250402-10IA0FBG,4/2/2025 2:54,185.17.252.194,185.156.154.65,18326,8080,TCP,ALLOW,10633,10831,42,2.06,RULE-1493,accept,external,cloud,23.8,0.12,28.87,32.53,5,FALSE
FW-20250607-IGJSAXYR,6/7/2025 16:37,185.9.90.248,185.12.128.245,19606,25,TCP,ALLOW,4145,1932,12,0.1,RULE-9457,accept,vpn,vpn,14.81,1.56,20.72,37.82,15,TRUE
FW-20250330-144B77M0,3/30/2025 6:02,185.204.146.233,185.33.215.136,58932,3306,TCP,ALLOW,12467,9748,44,8.31,RULE-7887,accept,vpn,cloud,22.13,1.29,24.69,32.18,38,TRUE
FW-20250704-9SXUHZOF,7/4/2025 0:54,185.35.219.178,10.202.130.66,43885,0,ICMP,DENY,8664,13160,43,9.46,RULE-3548,drop,external,internal,28.4,0.74,20.36,26.3,19,FALSE
FW-20250213-3HWPV0L3,2/13/2025 10:10,10.23.254.89,185.111.8.65,53911,443,TCP,ALLOW,7955,16103,48,15.75,RULE-9137,accept,internal,vpn,662.69,9.52,85.5,29.26,1,TRUE
FW-20250613-7SG3EXDA,6/13/2025 16:49,185.198.124.91,185.209.89.21,44069,53,UDP,ALLOW,7736,8687,32,4.4,RULE-6216,accept,external,external,11.51,0.91,18.7,37.89,19,FALSE
FW-20250422-KDG0XZZA,4/22/2025 21:53,185.64.216.102,185.164.13.74,1320,53,UDP,ALLOW,11735,2820,29,4.81,RULE-4960,accept,cloud,external,18.58,0.21,21.53,25.07,2,FALSE
FW-20250524-OKGN6MD7,5/24/2025 11:02,185.98.72.14,10.183.104.161,44898,3389,TCP,DENY,8092,18485,53,3.99,RULE-4100,drop,external,internal,12.98,0,20.59,32.97,23,FALSE
FW-20250217-895N9NJN,2/17/2025 10:54,185.173.73.204,10.176.87.37,51869,0,ICMP,ALLOW,10874,21342,64,16.51,RULE-3028,accept,external,management,36.52,0.55,23.24,19.76,1,FALSE
FW-20250612-TYXTU88I,6/12/2025 13:33,185.86.159.144,185.143.69.51,29883,25,TCP,ALLOW,8511,5570,28,0.1,RULE-4241,accept,vpn,cloud,24.47,0.06,25.85,39.73,15,TRUE
FW-20250703-D17XKV4G,7/3/2025 9:07,185.8.215.33,185.146.30.65,44753,22,TCP,ALLOW,11493,2499,27,4.41,RULE-6042,accept,external,cloud,23.81,0.14,16.88,31.23,9,FALSE
FW-20250324-3AP0UWSM,3/24/2025 15:13,185.71.124.220,185.82.70.137,47055,3389,TCP,ALLOW,12744,13245,51,17.25,RULE-5190,accept,vpn,external,23.92,0.73,13.27,30.52,15,TRUE
FW-20250414-0HOPCGM2,4/14/2025 20:01,185.52.144.227,185.219.171.250,3821,3306,TCP,ALLOW,10995,6269,34,11.76,RULE-2899,accept,cloud,external,19.72,1.72,22.23,37.52,1,FALSE
FW-20250213-8136CDFS,2/13/2025 10:33,10.29.103.208,10.68.123.58,8401,80,TCP,ALLOW,4412,17621,44,11.1,RULE-9655,accept,internal,internal,28.29,0.84,23.11,32.73,30,TRUE
FW-20250301-U8Q6IHRF,3/1/2025 10:13,10.213.42.141,185.44.252.58,65173,0,ICMP,ALLOW,7262,12255,39,1.86,RULE-1592,accept,internal,cloud,10.78,0.74,16.98,30.65,1,TRUE
FW-20250414-CC0UJWVT,4/14/2025 4:07,185.214.94.101,185.183.60.155,27072,53,UDP,ALLOW,9183,23267,64,18.04,RULE-6454,accept,cloud,external,21.3,0.55,19.71,28.49,9,FALSE
FW-20250502-TJ6P8LOB,5/2/2025 11:51,185.188.207.6,10.95.92.221,36504,3306,TCP,ALLOW,15815,11446,54,7.5,RULE-4459,accept,vpn,internal,19.2,0.55,18.11,29.64,6,TRUE
FW-20250615-IU2MIIC1,6/15/2025 19:34,185.2.6.176,10.146.164.98,33022,3306,TCP,ALLOW,15845,16639,64,11.61,RULE-3987,accept,vpn,management,28.01,1.31,22.62,40.29,39,TRUE
FW-20250201-JL9SU9Y5,2/1/2025 1:47,10.250.74.3,185.201.111.170,10117,22,TCP,ALLOW,10301,9241,39,15.38,RULE-7853,accept,management,cloud,23.17,0.92,15.58,27.87,4,FALSE
FW-20250216-YMWGUA2Z,2/16/2025 12:19,172.16.53.201,185.23.0.36,10519,443,TCP,ALLOW,10763,10854,43,1.4,RULE-5700,accept,dmz,external,15.93,0.43,15.66,32.5,10,FALSE
FW-20250321-3T5WILD4,3/21/2025 0:34,172.16.19.158,10.167.185.226,54847,3306,TCP,ALLOW,10895,16016,53,7.61,RULE-2873,accept,dmz,internal,32.53,0.2,22.61,38.01,13,FALSE
FW-20250429-V6YVBMTG,4/29/2025 17:44,185.6.237.231,172.16.134.141,18358,5432,TCP,ALLOW,11943,13760,51,6.77,RULE-3670,accept,vpn,dmz,21.79,0.86,21.13,26.67,10,TRUE
FW-20250411-XUWOOCDN,4/11/2025 13:48,185.169.158.250,10.11.235.170,60797,8080,TCP,ALLOW,5030,12045,34,8.88,RULE-2654,accept,vpn,internal,29.7,0.61,24.17,30.64,13,TRUE
FW-20250510-504T65SU,5/10/2025 17:22,10.201.60.97,10.49.235.220,22680,0,ICMP,ALLOW,13323,4203,35,0.63,RULE-8443,accept,internal,internal,21,0.07,26.26,23.93,1,TRUE
FW-20250307-G52PUVOZ,3/7/2025 16:39,185.254.178.201,185.51.126.112,7907,53,UDP,ALLOW,15716,2437,36,6.16,RULE-6678,accept,external,vpn,27.23,0.14,24.99,38,13,FALSE
FW-20250220-214YSNQI,2/20/2025 4:36,10.138.47.110,10.234.248.177,1893,0,ICMP,ALLOW,8914,5038,27,3.3,RULE-3412,accept,management,management,26.79,0.4,24.91,30.61,4,FALSE
FW-20250627-4J9QCUL4,6/27/2025 14:36,10.142.224.135,185.81.84.144,2416,0,ICMP,ALLOW,15121,6445,43,9.74,RULE-7047,accept,internal,cloud,30.21,0.12,21.09,35.81,2,TRUE
FW-20250407-QCUZ6UAW,4/7/2025 5:14,185.86.202.29,10.192.103.84,53909,45932,TCP,DENY,11382,12164,47,11.13,RULE-2762,drop,vpn,internal,20.95,0,19.24,29.26,12,TRUE
FW-20250527-1TAFMK6Y,5/27/2025 13:38,172.16.128.87,185.205.198.19,21290,3389,TCP,ALLOW,12691,11795,48,12.98,RULE-9381,accept,dmz,vpn,35.28,0,26.22,29.89,14,FALSE
FW-20250624-LYSTDPFZ,6/24/2025 7:59,10.98.195.39,172.16.40.242,59259,8080,TCP,ALLOW,8372,13233,43,6.18,RULE-1937,accept,internal,dmz,25.96,0.15,23.88,31.85,13,TRUE
FW-20250205-7BFO3W15,2/5/2025 12:40,172.16.173.156,172.16.225.10,45116,25,TCP,ALLOW,12957,19086,64,11.03,RULE-8230,accept,dmz,dmz,486.92,9.71,99.9,38.17,19,FALSE
FW-20250615-F9RPUZJD,6/15/2025 20:38,172.16.30.31,185.119.178.58,60702,80,TCP,ALLOW,4790262,11530,18858,1.02,RULE-6597,accept,dmz,cloud,457.31,1.09,95.06,88.95,6259,FALSE
FW-20250328-1ULUBQAY,3/28/2025 11:59,185.190.90.178,10.143.40.165,3502,80,TCP,ALLOW,3268153,7389,10014,9.93,RULE-5866,accept,vpn,management,313.71,0.26,99.24,84.91,10806,TRUE
FW-20250526-CJQ4W9IE,5/26/2025 8:58,185.117.117.74,185.44.118.80,2842,8080,TCP,ALLOW,20237,10845,62,17.54,RULE-4340,accept,external,vpn,42.46,0.69,30.12,24.57,6,FALSE
FW-20250414-Z40WN1EA,4/14/2025 6:48,185.171.160.75,10.189.244.230,23414,8080,TCP,DENY,20369,17406,75,18.2,RULE-6635,drop,external,internal,28.47,0.63,28.47,34.93,22,FALSE
FW-20250515-CW71UXXN,5/15/2025 14:49,172.16.127.51,185.68.180.120,47609,22,TCP,ALLOW,13445,5474,37,9.21,RULE-7876,accept,dmz,cloud,21.31,0.04,11.49,30.22,5,FALSE
FW-20250530-H4ON3BPF,5/30/2025 9:47,10.127.192.208,185.111.100.47,59075,8080,TCP,ALLOW,6246,5499,23,3.97,RULE-4854,accept,internal,vpn,23.13,0.16,24.43,31.67,16,TRUE
FW-20250515-WYQVC58A,5/15/2025 5:35,10.187.223.214,10.118.10.190,35136,80,TCP,ALLOW,9787,5783,31,7.89,RULE-9208,accept,internal,management,15.9,0.16,26.47,31.72,8,TRUE
FW-20250707-UB5O78KW,7/7/2025 23:14,10.228.54.175,10.128.37.112,34188,5432,TCP,ALLOW,14262,17724,63,16.36,RULE-1532,accept,management,internal,13.7,0.44,25.63,20.07,2,FALSE
FW-20250707-1T3OE3WC,7/7/2025 19:41,172.16.132.153,185.209.25.186,42907,5432,TCP,ALLOW,8305,6959,30,4.36,RULE-1627,accept,dmz,cloud,22.08,0.16,13.3,35.41,1,FALSE
FW-20250501-ZQVW4BXP,5/1/2025 23:01,172.16.112.202,185.166.143.233,10072,25,TCP,ALLOW,7742,21588,58,17.28,RULE-9187,accept,dmz,cloud,34.57,1.21,29.81,29.58,6,FALSE
FW-20250614-LEVKJO7R,6/14/2025 14:54,185.39.5.63,185.164.0.231,37994,443,TCP,ALLOW,16604,12934,59,11.63,RULE-3404,accept,cloud,vpn,25.74,0.81,19.76,33.58,6,FALSE
FW-20250426-1ZY3FJTS,4/26/2025 18:14,172.16.83.197,185.91.115.31,8307,53,UDP,ALLOW,4999,13645,37,6.37,RULE-4328,accept,dmz,vpn,20.62,0.21,27.22,29.69,1,FALSE
FW-20250509-1D723QOU,5/9/2025 1:35,185.94.110.27,172.16.194.144,27861,53,UDP,ALLOW,13518,12222,51,9.14,RULE-1140,accept,external,dmz,16.52,0.35,9.34,28.01,12,FALSE
FW-20250611-UZUSEV8J,6/11/2025 0:02,185.212.95.3,185.30.168.63,26546,3389,TCP,ALLOW,12572,10794,46,7.68,RULE-2176,accept,vpn,external,20.67,1.04,22.87,27.13,2,TRUE
FW-20250417-DXI9ABER,4/17/2025 14:10,185.31.165.2,185.10.199.147,64609,443,TCP,ALLOW,10192,13307,46,8.99,RULE-5719,accept,vpn,cloud,15.38,0.13,16.41,33.35,12,TRUE
FW-20250424-HG65YO5Z,4/24/2025 14:21,185.62.152.116,185.152.138.66,39399,25,TCP,ALLOW,14985,10725,51,5.38,RULE-3175,accept,external,cloud,25.73,0.51,19.42,27.82,7,FALSE
FW-20250330-2TVVZS75,3/30/2025 8:42,185.46.128.149,10.254.120.115,15693,53,UDP,ALLOW,9033,8029,34,9.99,RULE-2341,accept,cloud,management,26.33,0.77,26.08,34.87,1,FALSE
FW-20250528-2Y915PH3,5/28/2025 12:30,185.187.221.213,172.16.144.131,37780,3389,TCP,ALLOW,581,22126,45,8.34,RULE-9472,accept,external,dmz,24.07,0,22.04,31.03,19,FALSE
FW-20250523-4OVVO1S8,5/23/2025 13:36,185.242.128.106,185.99.190.53,4439,443,TCP,ALLOW,2717576,14299,9429,15.44,RULE-6761,accept,cloud,vpn,251.93,0.34,99.19,97.98,19172,FALSE
FW-20250313-D516BRRC,3/13/2025 6:08,10.205.228.231,10.236.145.200,23337,3306,TCP,ALLOW,4329413,15229,5339,24.07,RULE-3172,accept,internal,management,713.17,0.78,93.63,85.08,10495,TRUE
FW-20250320-C5WYZZSG,3/20/2025 1:38,185.113.172.2,10.242.7.243,63076,0,ICMP,ALLOW,17459,13168,61,17.91,RULE-7962,accept,cloud,management,27.21,0.45,19.7,31.69,3,FALSE
FW-20250419-BZTWWP62,4/19/2025 1:52,10.81.234.10,10.160.247.197,23789,406,TCP,DENY,4642,100,1,0.06,RULE-9255,drop,management,management,18.98,1.13,23.02,36.18,11,FALSE
